source,t_recv,seq,epoch,body_sha256,http_status,elapsed_ms,symbol,company_name,sector_id,market_category,open,high,low,close_published,yclose,day_trades,day_volume,day_value_mn,yearly_high,yearly_low,ref_7d,ref_15d,ref_30d,ref_90d,ref_180d,ref_365d,floor_flag,sme_flag,spot_flag,t_source_str,raw_keys,zero_fields
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,DOREENPWR,Doreen Power Generations And Systems Limited,9.0,A,31.0,32.2,31.0,31.2,31.1,774.0,667682.0,21.117,36.5,24.5,32.5,32.3,35.1,32.2,26.3,33.1,0.0,0,0,2026-09-08 14:04:45,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,DS30,Dhaka Stock 30,23.0,,2113.92,2132.54,2106.14,2108.27,2113.92,1.0,1.0,5904.379,2254.81,1813.36,2113.24,2145.48,2191.85,2080.14,2038.03,2188.1,,0,0,2026-09-08 14:10:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,DSES,Dhaka Stock Exchange Sharia Index,23.0,,1114.8,1129.0,1108.77,1109.8,1114.8,1.0,1.0,5904.379,1231.6,956.59,1124.49,1140.29,1180.71,1111.43,1062.29,1229.44,,0,0,2026-09-08 14:10:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,DSEX,Dse Broad Index,23.0,,5567.42,5628.63,5536.98,5539.32,5567.42,154846.0,5904379000.0,5904.379,5966.46,4620.66,5598.08,5722.21,5860.96,5519.49,5292.2,5636.15,,0,0,2026-09-08 14:10:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,DSHGARME,Desh Garments Limited,20.0,B,164.9,167.9,152.7,154.0,161.8,1013.0,87800.0,14.066,197.0,85.7,167.3,181.8,163.0,151.3,106.9,138.8,0.0,0,0,2026-09-08 14:09:51,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,DSSL,Dragon Sweater And Spinning Limited,20.0,B,11.8,11.9,11.1,11.2,11.6,632.0,1203460.0,13.84,14.8,6.9,11.5,12.1,13.7,9.7,8.4,11.2,0.0,0,0,2026-09-08 14:05:29,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,DULAMIACOT,Dulamia Cotton Spinning Mills Limited,20.0,Z,177.1,181.5,175.0,179.8,176.9,126.0,8875.0,1.589,231.0,110.0,189.5,207.8,215.2,159.0,121.5,136.3,0.0,0,0,2026-09-08 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,DUTCHBANGL,Dutch Bangla Bank Ltd.,1.0,A,44.3,44.5,43.6,43.6,44.1,440.0,198347.0,8.683,51.7,36.1,45.5,46.5,48.8,40.0,39.05,40.29,0.0,0,0,2026-09-08 14:09:34,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EASTERNINS,Eastern Insurance Company Limited,10.0,A,59.4,60.8,57.5,57.9,58.1,279.0,120292.0,7.081,69.3,40.1,60.5,63.9,64.7,64.1,52.4,55.6,0.0,0,0,2026-09-08 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EASTLAND,Eastland Insurance Company Limited,10.0,A,29.0,29.4,28.2,28.3,28.8,204.0,150264.0,4.312,31.8,15.7,27.9,29.0,29.7,26.9,20.5,23.2,0.0,0,0,2026-09-08 14:06:54,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EASTRNLUB,Eastern Lubricants Blenders Limited,9.0,A,2040.0,2071.0,1990.0,1998.3,2036.8,1385.0,12699.0,25.696,2790.0,1435.0,1872.5,1975.3,2062.1,1859.7,1505.8,1681.73,0.0,0,0,2026-09-08 14:09:03,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EBL,Eastern Bank Limited.,1.0,A,23.9,23.9,23.6,23.7,23.7,629.0,473942.0,11.247,28.9,21.8,23.8,23.9,24.1,24.9,25.83,24.66,0.0,0,0,2026-09-08 14:09:03,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EBL1STMF,Ebl First Mutual Fund,14.0,A,4.2,4.3,4.1,4.1,4.1,57.0,205002.0,0.848,5.5,2.6,4.0,4.4,5.1,3.8,3.6,4.6,0.0,0,0,2026-09-08 14:09:45,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EBLNRBMF,Ebl Nrb Mutual Fund,14.0,A,3.5,3.5,3.3,3.4,3.4,71.0,385482.0,1.309,4.2,2.0,3.4,3.5,4.0,3.0,2.6,3.4,0.0,0,0,2026-09-08 14:02:29,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,ECABLES,Eastern Cables Limited,6.0,B,135.9,135.9,129.9,130.1,131.0,38.0,4150.0,0.542,157.7,99.0,131.6,133.1,138.3,128.0,113.0,138.3,0.0,0,0,2026-09-08 14:05:46,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EGEN,Egeneration Limited,11.0,B,24.5,24.7,23.8,24.0,24.1,349.0,306582.0,7.419,33.0,16.5,24.0,25.7,27.2,25.5,20.7,31.0,0.0,0,0,2026-09-08 14:06:02,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EHL,Eastern Housing Limited,17.0,A,87.8,89.9,87.7,88.1,87.2,612.0,263965.0,23.34,104.8,67.3,91.0,90.8,95.1,89.3,76.8,88.6,0.0,0,0,2026-09-08 14:00:30,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EIL,Express Insurance Limited,10.0,B,31.9,32.3,31.3,31.5,31.6,307.0,298891.0,9.497,35.8,23.6,31.4,32.4,34.3,30.8,26.6,35.5,0.0,0,0,2026-09-08 14:05:42,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EMERALDOIL,Emerald Oil Industries Ltd.,8.0,Z,29.3,29.3,28.6,28.8,28.8,255.0,197276.0,5.684,31.8,10.2,28.6,30.0,29.1,23.7,17.0,19.7,0.0,0,0,2026-09-08 14:05:54,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,ENGINEERING,Engineering,,,105.11,106.72,103.08,103.81,104.0,14069.0,7535561.0,294.51,119.49,81.78,106.06,109.18,112.55,104.19,93.53,104.928,,0,0,2026-09-08 14:09:58,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,ENVOYTEX,Envoy Textiles Limited,20.0,A,65.1,72.5,65.1,70.1,66.7,4170.0,3946504.0,276.254,72.5,42.9,62.0,62.3,56.2,50.3,50.0,54.0,0.0,0,0,2026-09-08 14:09:42,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EPGL,Energypac Power Generation Limited,9.0,B,17.8,18.2,17.3,17.5,17.8,156.0,82257.0,1.469,23.2,14.2,18.1,18.5,20.9,18.6,16.5,23.0,0.0,0,0,2026-09-08 14:04:36,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,ESQUIRENIT,Esquire Knit Composite Limited,20.0,A,25.1,25.8,24.0,24.2,25.1,315.0,205996.0,5.089,28.9,17.8,26.1,25.3,26.4,24.1,20.4,28.5,0.0,0,0,2026-09-08 14:02:08,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,ETL,Evince Textiles Limited,20.0,B,13.7,14.0,13.3,13.5,13.6,958.0,2587928.0,35.445,15.3,8.3,12.8,13.0,14.2,11.5,9.4,11.2,0.0,0,0,2026-09-08 14:08:27,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EXIM1STMF,Exim Bank 1st Mutual Fund,14.0,A,6.9,7.0,6.7,6.8,6.9,624.0,3380863.0,23.055,7.4,2.3,5.9,6.7,7.0,3.6,2.9,4.4,0.0,0,0,2026-09-08 14:09:43,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,EXIMBANK,Export Import Bank Of Bd. Ltd.,1.0,A,3.1,3.1,3.0,3.0,3.1,161.0,937267.0,2.869,5.2,2.8,3.0,3.0,3.0,3.0,3.0,4.5,0.0,0,0,2025-11-05 14:24:19,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,FAMILYTEX,Familytex (bd) Limited,20.0,Z,2.4,2.5,2.4,2.4,2.4,151.0,535514.0,1.288,4.6,0.9,2.5,2.5,2.8,2.8,3.4,1.9,0.0,0,0,2026-09-08 14:09:10,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,FARCHEM,Far Chemical Industries Limited,16.0,B,15.9,16.2,14.8,14.9,15.7,1507.0,2872222.0,44.474,28.0,11.6,16.6,19.6,24.4,18.6,13.7,23.0,0.0,0,0,2026-09-08 14:09:28,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,FAREASTFIN,Fareast Finance & Investment Limited,7.0,Z,2.1,2.1,2.1,2.1,2.3,14.0,95899.0,0.201,4.2,0.37,2.1,2.1,2.5,1.5,3.3,1.7,0.0,0,0,2026-08-10 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,FAREASTLIF,Fareast Islami Life Insurance Co.,25.0,Z,19.8,19.8,18.9,19.0,19.0,51.0,11559.0,0.221,30.9,15.4,19.3,20.2,22.4,22.4,22.9,32.0,0.0,0,0,2026-09-08 14:00:17,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,FASFIN,Fas Finance & Investment Limited,7.0,Z,2.5,2.5,2.5,2.5,2.7,3.0,7000.0,0.018,4.2,0.41,2.5,2.5,2.9,1.6,3.3,1.5,0.0,0,0,2026-08-10 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,FBFIF,First Bangladesh Fixed Income Fund,14.0,A,3.5,3.6,3.4,3.4,3.5,54.0,216422.0,0.748,4.3,2.2,3.4,3.7,4.0,3.1,2.9,3.5,0.0,0,0,2026-09-08 14:04:36,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,FEDERALINS,Federal Insurance Company Limited,10.0,A,28.8,29.2,27.8,27.9,28.3,459.0,600912.0,16.998,32.6,17.0,27.9,30.0,29.1,28.3,19.9,24.1,0.0,0,0,2026-09-08 14:09:58,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,FEKDIL,Far East Knitting & Dyeing Industries Limited,20.0,A,23.0,23.3,21.0,21.4,22.8,1421.0,2348606.0,52.402,27.9,13.1,24.3,23.2,25.8,15.3,13.9,19.3,0.0,0,0,2026-09-08 14:09:09,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,FINANCIAL INSTITUTIONS,Financial Institutions,,,13.0,13.18,12.71,12.82,12.84,3683.0,11019999.0,265.53,14.55,9.02,12.94,13.3,14.16,12.34,12.66,12.9783,,0,0,2026-09-08 14:09:11,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
