regime,variant,footprint,outcome,horizon,door_outcome,placebo,n_guarded_rows,n_population,n_occurrences,n_no_outcome,unmeasurable_share,n_measured,n_dates,n_hit,n_failed,n_distinct_doors,n_symbols_hit,top3_symbol_share,hit_rate,fail_share,base_sameday,lift_sameday,t_sameday,base_volmatched,excess_volmatched,lift_volmatched,t_volmatched,t_volmatched_nw,base_shockmatched,lift_shockmatched,t_shockmatched_nw,within_parent,within_parent_t_nw,within_parent_dates,within_parent_diff,within_parent_test,ref_moved_used,lift_vm_vs_ref_volume,lift_vm_vs_ref_moved,p_volmatched_nw,fdr10_volmatched_nw,eligible
DISCOVERY,fresh_both,PLACEBO_F03_dip_recovered,limit_up,5,True,True,362402.0,315269.0,2717.0,130.0,0.04784688995215311,2587.0,994.0,45.0,2542.0,41.0,38.0,0.13333333333333333,0.017394665635871664,0.9826053343641283,0.025887246197956255,0.6719395915215168,-2.2518002699882875,0.02781122835478054,-0.010416562718908874,0.6254547772565987,-2.687867225938938,-2.5769452799838115,0.026800083138903936,0.6490526744158104,-2.459171677317288,,,,,,"MAX(F16u,F16d)",0.40297658689882027,0.36240469862500463,,False,True
DISCOVERY,fresh_both,PLACEBO_F04_dip_recovered_persistent,limit_up,5,True,True,362402.0,315269.0,1321.0,59.0,0.04466313398940197,1262.0,715.0,17.0,1245.0,6.0,6.0,0.7058823529411765,0.01347068145800317,0.9865293185419969,0.02523077792767267,0.5338987761938472,-4.753497716210326,0.026823359938260995,-0.013352678480257825,0.5021996308071948,-4.899078087730167,-3.0444545842780824,0.026476827981792087,0.5087724808752339,-2.723321666102599,,,,,,"MAX(F16u,F16d)",0.32356406973530055,0.2909874741872872,,False,False
DISCOVERY,fresh_both,PLACEBO_F05_departure_calm,limit_up,5,True,True,362402.0,315269.0,14069.0,699.0,0.04968370175563295,13370.0,1361.0,378.0,12992.0,282.0,159.0,0.07671957671957672,0.028272251308900525,0.9717277486910995,0.02617388172267345,1.080170362518653,0.7905739011564882,0.027784334311363224,0.0004879169975373007,1.0175608669284457,-0.5322520130859034,-0.48689221747490535,0.028077997239987062,1.0069183733887124,-0.7795660440537323,,,,,,"MAX(F16u,F16d)",0.6556080791567789,0.5896011234086568,,False,True
DISCOVERY,fresh_both,PLACEBO_F06_departure_any,limit_up,5,True,True,362402.0,315269.0,30493.0,1497.0,0.049093234512839014,28996.0,1362.0,800.0,28196.0,460.0,200.0,0.05625,0.027590012415505585,0.9724099875844944,0.025995982766658307,1.061318306876697,2.1352942874230165,0.02985821228322441,-0.002268199867718826,0.924034304324603,-1.5432196985634365,-1.1188832236835171,0.03029730544990426,0.9106424484225137,-1.5084933110101861,,,,,,"MAX(F16u,F16d)",0.5953495019535016,0.5354094104881034,,False,True
DISCOVERY,fresh_both,PLACEBO_F07_idio_activity,limit_up,5,True,True,362402.0,315269.0,5242.0,198.0,0.03777184280808851,5044.0,911.0,161.0,4883.0,97.0,80.0,0.13043478260869565,0.03191911181601903,0.968080888183981,0.024563743504921375,1.299440038918498,1.732147124128945,0.03366255245305183,-0.0017434406370328004,0.9482083053724365,-1.5861391653211727,-1.2259269603020069,0.03290805879266088,0.969948182514418,-0.7236482702135273,,,,,,"MAX(F16u,F16d)",0.6109246590842431,0.5494164528561025,,False,True
DISCOVERY,fresh_both,PLACEBO_F08u_idio_move_up,limit_up,5,True,True,362402.0,315269.0,8958.0,458.0,0.05112748381335119,8500.0,1076.0,277.0,8223.0,230.0,134.0,0.07220216606498195,0.03258823529411765,0.9674117647058823,0.025340649423225024,1.2860063193270066,2.8635161519439425,0.031169297012767976,0.0014189382813496708,1.0455235894723076,0.4237236122088851,0.34756259886108454,0.031154837678841377,1.046008829513169,0.19551969100839434,,,,,,"MAX(F16u,F16d)",0.6736242857649527,0.6058034491478451,,False,True
DISCOVERY,fresh_both,PLACEBO_F08d_idio_move_down,limit_up,5,True,True,362402.0,315269.0,2884.0,214.0,0.07420249653259361,2670.0,880.0,57.0,2613.0,56.0,51.0,0.10526315789473684,0.021348314606741574,0.9786516853932584,0.02641267115220312,0.8082603415505318,-0.8552429749881463,0.031027826237766783,-0.00967951163102521,0.6880377130885373,-2.272847952266459,-2.3217610814518057,0.030934206753135306,0.6901199949010438,-2.6057465373761795,,,,,,"MAX(F16u,F16d)",0.4432983796114467,0.398666872684532,,False,True
DISCOVERY,fresh_both,PLACEBO_F09_idio_quiet_volume,limit_up,5,True,True,362402.0,315269.0,1869.0,81.0,0.04333868378812199,1788.0,721.0,62.0,1726.0,40.0,39.0,0.1774193548387097,0.03467561521252797,0.9653243847874721,0.025410642919760966,1.3646099125481772,0.8179906820610459,0.03361523175533268,0.0010603834571952866,1.031544731415605,-1.2768490450999517,-1.0509379243725554,0.0313903214264752,1.104659450326045,-0.4087338985399963,,,,,,"MAX(F16u,F16d)",0.6646177952667243,0.5977037367059931,,False,True
DISCOVERY,fresh_both,PLACEBO_F10_coil_then_volume,limit_up,5,True,True,362402.0,315269.0,249.0,8.0,0.0321285140562249,241.0,206.0,8.0,233.0,8.0,8.0,0.375,0.03319502074688797,0.966804979253112,0.02296485969328501,1.4454702179867567,1.0004117752208233,0.02500483320190319,0.008190187544984778,1.3275441783135509,0.9094221956255589,0.8759061009567674,0.019704975934502034,1.6846009280714629,1.149451975442897,,,,,,"MAX(F16u,F16d)",0.8553283808634455,0.7692134832886928,,False,False
DISCOVERY,fresh_both,PLACEBO_F11_closing_strength,limit_up,5,True,True,362402.0,315269.0,941.0,61.0,0.06482465462274177,880.0,580.0,24.0,856.0,24.0,23.0,0.16666666666666666,0.02727272727272727,0.9727272727272728,0.02715521917031645,1.0043272750506567,0.12495179874268718,0.028566898060065633,-0.001294170787338362,0.9546968388161291,-0.21404293092258553,-0.20545900932914224,0.02730183326774236,0.9989339179266955,-0.16651144059649545,,,,,,"MAX(F16u,F16d)",0.6151051804523697,0.5531760772009574,,False,False
DISCOVERY,fresh_both,PLACEBO_F12_closing_strength_10s,limit_up,5,True,True,362402.0,315269.0,1206.0,58.0,0.04809286898839138,1148.0,633.0,46.0,1102.0,20.0,20.0,0.30434782608695654,0.04006968641114982,0.9599303135888502,0.02473612726726866,1.6198851978001763,3.349671303630007,0.02899826988347214,0.011071416527677683,1.3817957613391256,2.3381184582184438,1.3236392754610495,0.02638177344451326,1.5188397586472073,1.492703012861087,,,,,,"MAX(F16u,F16d)",0.8902823352602716,0.800648255731476,,False,False
