symbol,in_watch,in_grid,in_circuit,in_dse_latest,has_company_id,company_id,sector_circuit_table,tick_size,breaker_pct,upper_limit,lower_limit
TB5Y0529,True,False,True,False,True,10844.0,G-SEC (T.Bond),0.0,2.0,109.43,105.13
TB5Y0628,True,False,True,False,False,,G-SEC (T.Bond),0.0,2.0,101.12,97.16
TB5Y0630,True,False,True,False,True,10873.0,G-SEC (T.Bond),0.0,2.0,111.21,106.85
TB5Y0727,True,False,True,False,True,10639.0,G-SEC (T.Bond),0.0,2.0,101.31,97.33
TB5Y0828,True,False,True,False,True,10829.0,G-SEC (T.Bond),0.0,2.0,101.39,97.41
TB5Y0926,True,False,True,False,True,10624.0,G-SEC (T.Bond),0.0,2.0,101.91,97.91
TB5Y0928,True,False,True,False,True,10818.0,G-SEC (T.Bond),0.0,2.0,101.47,97.49
TB5Y0930,True,False,True,False,True,10876.0,G-SEC (T.Bond),0.0,2.0,103.7,99.64
TB5Y1029,True,False,True,False,True,10852.0,G-SEC (T.Bond),0.0,2.0,111.54,107.16
TB5Y1126,True,False,True,False,True,10627.0,G-SEC (T.Bond),0.0,2.0,101.58,97.6
TB5Y1127,True,False,True,False,True,10872.0,G-SEC (T.Bond),0.0,2.0,100.67,96.73
TB5Y1128,True,False,True,False,True,10831.0,G-SEC (T.Bond),0.0,2.0,104.99,100.87
TB5Y1130,True,False,True,False,True,10882.0,G-SEC (T.Bond),0.0,2.0,106.31,102.15
TB5Y1228,True,False,True,False,True,10830.0,G-SEC (T.Bond),0.0,2.0,103.7,99.64
TB5Y1229,True,False,True,False,True,10854.0,G-SEC (T.Bond),0.0,2.0,111.52,107.14
TECHNODRUG,True,True,True,True,True,10816.0,Pharmaceuticals & Chemicals,0.1,10.0,48.9,40.1
TILIL,True,True,True,True,True,10535.0,Insurance,0.1,10.0,51.9,42.5
TITASGAS,True,True,True,True,True,112.0,Fuel & Power,0.1,10.0,19.9,16.3
TOSRIFA,True,True,True,True,True,357.0,Textile,0.1,10.0,23.2,19.0
TRUSTB1MF,True,True,True,True,True,270.0,Mutual Funds,0.1,10.0,4.0,3.4
TRUSTBANK,True,True,True,True,True,39.0,Bank,0.1,10.0,16.1,13.3
TUNGHAI,True,True,True,True,True,340.0,Textile,0.1,10.0,4.6,3.8
UCB,True,True,True,True,True,40.0,Bank,0.1,10.0,10.0,8.2
UCB2PBOND,True,True,True,False,True,10826.0,Corporate Bond,0.5,5.0,4935.0,4465.0
UNILEVERCL,True,True,True,True,True,138.0,Food & Allied,0.1,5.0,2102.2,1902.0
UNIONBANK,True,True,True,True,True,10499.0,Bank,0.1,10.0,1.6,1.4
UNIONCAP,True,True,True,True,True,84.0,Financial Institutions,0.1,10.0,4.8,4.0
UNIONINS,True,True,True,True,True,493.0,Insurance,0.1,10.0,55.4,45.4
UNIQUEHRL,True,True,True,True,True,311.0,Travel & Leisure,0.1,10.0,47.7,39.1
UNITEDFIN,True,True,True,True,True,83.0,Financial Institutions,0.1,10.0,19.4,16.0
UNITEDINS,True,True,True,True,True,231.0,Insurance,0.1,10.0,71.3,58.5
UPGDCL,True,True,True,True,True,355.0,Fuel & Power,0.1,10.0,124.2,101.7
USMANIAGL,True,True,True,True,True,129.0,Miscellaneous,0.1,10.0,65.4,53.6
UTTARABANK,True,True,True,True,True,41.0,Bank,0.1,10.0,22.8,18.8
UTTARAFIN,True,True,True,True,True,85.0,Financial Institutions,0.1,10.0,14.1,11.7
VAMLBDMF1,True,True,True,True,True,366.0,Mutual Funds,0.1,10.0,7.8,6.4
VAMLRBBF,True,True,True,True,True,373.0,Mutual Funds,0.1,10.0,8.9,7.3
VFSTDL,True,True,True,True,True,393.0,Textile,0.1,10.0,16.1,13.3
WALTONHIL,True,True,True,True,True,469.0,Engineering,0.1,8.75,426.5,357.9
WATACHEM,True,True,True,True,True,343.0,Pharmaceuticals & Chemicals,0.1,10.0,150.2,123.0
WMSHIPYARD,True,True,True,True,True,345.0,Engineering,0.1,10.0,10.0,8.2
YPL,True,True,True,True,True,371.0,Engineering,0.1,10.0,23.5,19.3
ZAHEENSPIN,True,True,True,True,True,353.0,Textile,0.1,10.0,6.0,5.0
ZAHINTEX,True,True,True,True,True,286.0,Textile,0.1,10.0,8.8,7.2
ZEALBANGLA,True,True,True,True,True,100.0,Food & Allied,0.1,10.0,200.7,164.3
ACHIASF,False,False,False,False,True,10523.0,,,,,
AMPL,False,False,False,False,True,10521.0,,,,,
AOPLC,False,False,False,False,True,10540.0,,,,,
APEXWEAV,False,False,False,False,True,10507.0,,,,,
BBL2NDSB,False,False,False,False,True,10881.0,,,,,
BDPAINTS,False,False,False,False,True,10536.0,,,,,
BENGALBISC,False,False,False,False,True,10506.0,,,,,
CRAFTSMAN,False,False,False,False,True,10837.0,,,,,
HIMADRI,False,False,False,False,True,10508.0,,,,,
IBBT2BOND3,False,False,False,False,True,10848.0,,,,,
IFICSBOND2,False,False,False,False,True,10819.0,,,,,
IFICSBOND3,False,False,False,False,True,10820.0,,,,,
KAY&AMP;QUE,False,False,False,False,True,53.0,,,,,
KBSEED,False,False,False,False,True,10519.0,,,,,
KFL,False,False,False,False,True,10501.0,,,,,
MAMUNAGRO,False,False,False,False,True,10503.0,,,,,
MASTERAGRO,False,False,False,False,True,10498.0,,,,,
MKFOOTWEAR,False,False,False,False,True,10800.0,,,,,
MOSTFAMETL,False,False,False,False,True,10500.0,,,,,
NIALCO,False,False,False,False,True,10509.0,,,,,
ORYZAAGRO,False,False,False,False,True,10497.0,,,,,
PALUGB1,False,False,False,False,True,10795.0,,,,,
RAPLCSBOND,False,False,False,False,True,10875.0,,,,,
RENATAPS,False,False,False,False,True,10878.0,,,,,
SADHESIVE,False,False,False,False,True,10520.0,,,,,
TB10Y0123,False,False,False,False,True,10550.0,,,,,
TB10Y0223,False,False,False,False,True,10551.0,,,,,
TB10Y0323,False,False,False,False,True,10554.0,,,,,
TB10Y0423,False,False,False,False,True,10557.0,,,,,
TB10Y0425,False,False,False,False,True,10599.0,,,,,
TB10Y0723,False,False,False,False,True,10563.0,,,,,
TB10Y0724,False,False,False,False,True,10587.0,,,,,
TB10Y0726,False,False,False,False,True,10622.0,,,,,
TB10Y1122,False,False,False,False,True,10545.0,,,,,
TB10Y1123,False,False,False,False,True,10571.0,,,,,
TB10Y1124,False,False,False,False,True,10591.0,,,,,
TB10Y1222,False,False,False,False,True,10546.0,,,,,
TB15Y0123,False,False,False,False,True,10549.0,,,,,
TB15Y0223,False,False,False,False,True,10552.0,,,,,
TB15Y0224,False,False,False,False,True,10574.0,,,,,
TB15Y0226,False,False,False,False,True,10615.0,,,,,
TB15Y0323,False,False,False,False,True,10553.0,,,,,
TB15Y0324,False,False,False,False,True,10576.0,,,,,
TB15Y0423,False,False,False,False,True,10556.0,,,,,
TB15Y0425,False,False,False,False,True,10598.0,,,,,
TB15Y0523,False,False,False,False,True,10558.0,,,,,
TB15Y0524,False,False,False,False,True,10580.0,,,,,
TB15Y0526,False,False,False,False,True,10619.0,,,,,
TB15Y0623,False,False,False,False,True,10559.0,,,,,
TB15Y0624,False,False,False,False,True,10582.0,,,,,
TB15Y0626,False,False,False,False,True,10620.0,,,,,
TB15Y0723,False,False,False,False,True,10561.0,,,,,
TB15Y0724,False,False,False,False,True,10586.0,,,,,
TB15Y0823,False,False,False,False,True,10565.0,,,,,
TB15Y0824,False,False,False,False,True,10588.0,,,,,
TB15Y0825,False,False,False,False,True,10606.0,,,,,
TB15Y0826,False,False,False,False,True,10623.0,,,,,
TB15Y0923,False,False,False,False,True,10566.0,,,,,
TB15Y0924,False,False,False,False,True,10589.0,,,,,
TB15Y1022,False,False,False,False,True,10543.0,,,,,
TB15Y1023,False,False,False,False,True,10567.0,,,,,
TB15Y1122,False,False,False,False,True,10544.0,,,,,
TB15Y1123,False,False,False,False,True,10569.0,,,,,
TB15Y1125,False,False,False,False,True,10611.0,,,,,
TB15Y1222,False,False,False,False,True,10547.0,,,,,
TB15Y1223,False,False,False,False,True,10572.0,,,,,
TB2Y0123,False,False,False,False,True,10548.0,,,,,
TB2Y0126,False,False,False,False,True,10835.0,,,,,
TB2Y0324,False,False,False,False,True,10575.0,,,,,
TB2Y0423,False,False,False,False,True,10555.0,,,,,
TB2Y0526,False,False,False,False,True,10841.0,,,,,
TB2Y0624,False,False,False,False,True,10581.0,,,,,
TB2Y0723,False,False,False,False,True,10560.0,,,,,
TB2Y0823,False,False,False,False,True,10564.0,,,,,
TB2Y0826,False,False,False,False,True,10850.0,,,,,
TB2Y1123,False,False,False,False,True,10568.0,,,,,
TB5Y0324,False,False,False,False,True,10577.0,,,,,
TB5Y0624,False,False,False,False,True,10583.0,,,,,
TB5Y0626,False,False,False,False,True,10621.0,,,,,
TB5Y0723,False,False,False,False,True,10562.0,,,,,
TB5Y0724,False,False,False,False,True,10585.0,,,,,
TB5Y1123,False,False,False,False,True,10570.0,,,,,
TB5Y1224,False,False,False,False,True,10593.0,,,,,
TR1GSTGZCB,False,False,False,False,True,10827.0,,,,,
TR2GSTGZCB,False,False,False,False,True,10828.0,,,,,
WEBCOATS,False,False,False,False,True,10824.0,,,,,
WONDERTOYS,False,False,False,False,True,10505.0,,,,,
YUSUFLOUR,False,False,False,False,True,10538.0,,,,,
